# BUSCO version is: 6.1.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
932993at2	Complete	NZ_VULR01000001.1	147355	146066	-	80.5	223	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NZ_VULR01000001.1	253685	252855	-	222.7	176	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NZ_VULR01000006.1	125442	126563	+	235.3	260	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NZ_VULR01000009.1	89941	90825	+	221.7	224	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NZ_VULR01000010.1	66131	67225	+	255.0	222	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NZ_VULR01000007.1	20856	22043	+	441.6	308	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NZ_VULR01000002.1	139147	141006	+	268.2	329	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NZ_VULR01000004.1	140110	139394	-	163.3	153	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NZ_VULR01000014.1	14739	13207	-	595.0	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Duplicated	NZ_VULR01000002.1	179263	178154	-	436.4	328	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1054741at2	Duplicated	NZ_VULR01000001.1	157004	155925	-	410.1	328	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NZ_VULR01000004.1	94516	95469	+	145.8	176	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NZ_VULR01000004.1	47700	49400	+	280.7	386	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NZ_VULR01000004.1	109493	108444	-	407.8	263	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NZ_VULR01000010.1	57223	58584	+	319.2	359	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	NZ_VULR01000001.1	252163	251459	-	201.5	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	NZ_VULR01000010.1	56234	57199	+	274.6	248	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NZ_VULR01000004.1	125344	124445	-	122.6	110	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Duplicated	NZ_VULR01000001.1	242870	242247	-	184.2	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1211060at2	Duplicated	NZ_VULR01000002.1	210302	209703	-	175.7	163	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NZ_VULR01000007.1	101818	102840	+	242.9	233	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NZ_VULR01000001.1	64987	64241	-	348.0	246	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NZ_VULR01000001.1	255287	254655	-	168.7	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NZ_VULR01000010.1	51058	51990	+	135.8	151	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	NZ_VULR01000012.1	14573	15769	+	331.5	290	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NZ_VULR01000004.1	137201	136197	-	133.4	156	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NZ_VULR01000001.1	248559	248020	-	141.1	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	NZ_VULR01000017.1	41524	42552	+	275.7	260	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NZ_VULR01000001.1	249771	249229	-	221.6	142	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NZ_VULR01000001.1	269138	268602	-	94.1	105	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NZ_VULR01000009.1	76546	77280	+	54.5	84	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NZ_VULR01000001.1	245154	244513	-	143.6	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NZ_VULR01000012.1	51005	51508	+	30.2	40	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NZ_VULR01000012.1	13741	14343	+	256.5	186	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NZ_VULR01000004.1	124432	123518	-	173.2	219	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NZ_VULR01000001.1	247619	247113	-	215.5	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NZ_VULR01000001.1	259802	259332	-	200.0	134	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NZ_VULR01000001.1	246447	245173	-	332.8	299	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NZ_VULR01000001.1	254630	254007	-	132.7	103	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NZ_VULR01000004.1	41313	41717	+	128.8	139	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NZ_VULR01000019.1	17024	17740	+	62.4	84	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NZ_VULR01000006.1	113144	114433	+	468.4	378	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NZ_VULR01000004.1	130554	130090	-	44.8	38	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NZ_VULR01000004.1	141651	140944	-	277.0	188	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NZ_VULR01000008.1	100243	100842	+	173.6	151	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NZ_VULR01000001.1	252516	252181	-	109.8	86	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NZ_VULR01000001.1	270037	269318	-	221.3	165	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NZ_VULR01000004.1	139389	138832	-	157.2	135	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NZ_VULR01000016.1	34614	34057	-	124.0	102	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NZ_VULR01000001.1	248993	248598	-	193.1	130	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	NZ_VULR01000012.1	52346	52693	+	122.3	90	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NZ_VULR01000007.1	7770	8627	+	170.8	143	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NZ_VULR01000001.1	270528	270103	-	125.0	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NZ_VULR01000001.1	260344	259928	-	173.9	101	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	NZ_VULR01000001.1	243293	242892	-	158.9	97	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	NZ_VULR01000001.1	52806	52333	-	206.1	143	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NZ_VULR01000009.1	90842	91600	+	50.4	80	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NZ_VULR01000011.1	63873	64451	+	93.2	85	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NZ_VULR01000001.1	236929	236537	-	124.1	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NZ_VULR01000001.1	243677	243312	-	149.2	98	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NZ_VULR01000008.1	17831	18115	+	53.5	71	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NZ_VULR01000001.1	251425	250982	-	160.2	104	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NZ_VULR01000001.1	250496	250128	-	135.7	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NZ_VULR01000001.1	237382	236954	-	156.8	112	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NZ_VULR01000001.1	268568	268185	-	91.2	86	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NZ_VULR01000007.1	100196	100654	+	73.4	73	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NZ_VULR01000012.1	33578	34129	+	87.9	84	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NZ_VULR01000009.1	87327	87788	+	77.2	75	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NZ_VULR01000001.1	241204	240863	-	96.0	82	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NZ_VULR01000003.1	133587	134570	+	41.8	89	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NZ_VULR01000010.1	12400	13323	+	161.8	172	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NZ_VULR01000012.1	34142	34633	+	121.1	106	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NZ_VULR01000001.1	246891	246448	-	80.8	83	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NZ_VULR01000012.1	42047	42766	+	72.1	90	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NZ_VULR01000001.1	252822	252538	-	136.7	71	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NZ_VULR01000009.1	41092	41382	+	118.5	67	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NZ_VULR01000009.1	71831	72385	+	59.6	70	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NZ_VULR01000011.1	64701	65051	+	115.8	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NZ_VULR01000012.1	50432	50704	+	117.8	70	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NZ_VULR01000007.1	5677	6219	+	104.7	157	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NZ_VULR01000008.1	18586	18813	+	89.3	47	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NZ_VULR01000009.1	40423	40734	+	142.8	99	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NZ_VULR01000008.1	22859	23308	+	80.7	92	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NZ_VULR01000001.1	248004	247636	-	148.6	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NZ_VULR01000004.1	126689	126318	-	125.8	117	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NZ_VULR01000001.1	254007	253714	-	111.6	89	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NZ_VULR01000004.1	123391	123122	-	115.8	70	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	NZ_VULR01000009.1	46193	46534	+	97.3	80	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NZ_VULR01000009.1	64151	63876	-	61.2	63	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	NZ_VULR01000001.1	255667	255344	-	142.2	88	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NZ_VULR01000001.1	250779	250525	-	92.4	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NZ_VULR01000001.1	250112	249801	-	56.9	54	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NZ_VULR01000011.1	64470	64664	+	31.0	28	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NZ_VULR01000001.1	250992	250786	-	51.5	35	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NZ_VULR01000001.1	244120	243902	-	89.6	56	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NZ_VULR01000004.1	10681	11094	+	46.3	43	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
