# BUSCO version is: 6.1.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1937493at2	Complete	DWXM01000063.1	9545	9006	-	93.0	156	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	DWXM01000007.1	27957	27718	-	93.5	48	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	DWXM01000088.1	4894	5202	+	136.1	100	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	DWXM01000007.1	60181	60627	+	72.4	92	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	DWXM01000057.1	8977	8615	-	150.8	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	DWXM01000047.1	2176	2523	+	101.8	111	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	DWXM01000057.1	14971	14699	-	107.4	85	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	DWXM01000047.1	4801	5070	+	108.8	69	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	DWXM01000088.1	48119	48454	+	87.9	79	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	DWXM01000088.1	53961	53719	-	53.5	59	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	DWXM01000057.1	16606	16298	-	141.0	88	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	DWXM01000057.1	11761	11498	-	80.9	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	DWXM01000057.1	11064	10759	-	59.1	49	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	DWXM01000071.1	61044	60841	-	32.5	34	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	DWXM01000057.1	11990	11781	-	54.1	36	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	DWXM01000057.1	5345	5127	-	92.4	53	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	DWXM01000088.1	40282	40704	+	47.9	71	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
